Num,Year,ArticleURL
269,2017,http://www.folia.socmexent.org/revista/folia/Num%202017_2/FEM_ns3(2)_2007.pdf#page=6
270,,http://onlinelibrary.wiley.com/doi/10.1111/jvs.12595/full
271,2016,http://asa.scitation.org/doi/abs/10.1121/2.0000385
272,2010,http://lib.icimod.org/record/14627/files/5502.pdf
273,2009,http://www.revistaboletinbiologica.com.ar/pdfs/biologica14completo.pdf
274,2014,http://ppct.caicyt.gov.ar/index.php/filoecon/article/view/3219
275,2014,https://academic.oup.com/jmammal/article-abstract/95/2/225/860427
276,2014,https://www.researchgate.net/profile/Nurmazilah_Mahzan/publication/270572025_Khan_MA_Nawawi_AB_Mahzan_N_2014_The_Intervening_Effects_of_Whistleblowing_in_Reducing_the_Risk_of_Asset_Misappropriation_Journal_of_Business_and_Economics_510_pp_1929-1939/links/54adb6ba0cf2213c5fe41836/Khan-MA-Nawawi-AB-Mahzan-N-2014-The-Intervening-Effects-of-Whistleblowing-in-Reducing-the-Risk-of-Asset-Misappropriation-Journal-of-Business-and-Economics-510-pp-1929-1939.pdf#page=113
277,2015,https://www.sciencedirect.com/science/article/pii/S030442381400702X
278,,https://www.researchgate.net/profile/Antonio_Lechtaler/publication/268685905_On_the_Interleaving_Process_Applied_to_the_Trivium_Algorithm/links/54735c550cf24bc8ea1ae1bd/On-the-Interleaving-Process-Applied-to-the-Trivium-Algorithm.pdf
279,2016,https://academic.oup.com/ee/article-abstract/45/2/508/2464994
280,2017,http://wedocs.unep.org/bitstream/handle/20.500.11822/19915/Consequences_of_Climate_Change_for_Ecosystems.pdf?sequence=1
281,2017,https://link.springer.com/article/10.1007/s10668-016-9803-x
282,2015,http://sedici.unlp.edu.ar/handle/10915/44643
283,2013,https://www.sciencedirect.com/science/article/pii/S1616504712000626
284,2014,http://ri.conicet.gov.ar/handle/11336/31908
285,,http://lillo.org.ar/revis/lilloa/2016-53-1/2016-lilloa-53-03.pdf
286,2018,https://academic.oup.com/jmammal/advance-article/doi/10.1093/jmammal/gyx186/4870006
287,2017,http://www.wageningenacademic.com/doi/abs/10.3920/BM2016.0152
288,2012,https://www.sciencedirect.com/science/article/pii/S0304423812000283
289,,https://www.researchgate.net/profile/Marcela_Hernandez13/publication/301892312_Preferencia_de_hospedero_orientacion_y_rasgos_morfologicos-anatomicos_de_Pleopeltis_minima_Polypodiaceae_en_un_ambiente_urbano/links/572ba5f208aef5d48d327ef5/Preferencia-de-hospedero-orientacion-y-rasgos-morfologicos-anatomicos-de-Pleopeltis-minima-Polypodiaceae-en-un-ambiente-urbano.pdf
290,2015,http://sedici.unlp.edu.ar/handle/10915/50585
291,2016,https://academic.oup.com/jmammal/article-abstract/97/5/1321/2219568
292,2011,https://www.researchgate.net/profile/Ada_Echevarria/publication/274959230_Composicion_estructura_y_variacion_estacional_de_la_comunidad_de_aves_del_Jardin_Botanico_de_la_Fundacion_Miguel_Lillo_Tucuman_Argentina/links/552d50490cf21acb09217231.pdf
293,2017,https://academic.oup.com/jmammal/article-abstract/98/4/1060/3892404
294,2015,http://www.bioone.org/doi/abs/10.1657/AAAR0014-098
295,2016,https://ourarchive.otago.ac.nz/handle/10523/7113
296,2015,https://www.researchgate.net/profile/Mauricio_Benitez3/publication/305508413_A_new_species_of_the_genus_Hoplias_Characiformes_Erythrinidae_a_tararira_from_the_lower_Parana_River_in_Misiones_Argentina/links/5792988708aec89db787aea7.pdf
297,2016,https://www.researchgate.net/profile/Lone_Aagesen/publication/304370290_Areas_of_vascular_plants_endemism_in_the_Monte_desert_Argentina/links/57713c1108ae10de639dcd7e.pdf
